facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
ACE ENDOSCOPY AND SURGERY CENTER,05C0005206,1881015584,RIALTO,CA,92377,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
A M SURGERY CENTER,05C0002182,1881098101,COLTON,CA,92324,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
A M SURGERY CENTER,05C0002182,1881098101,COLTON,CA,92324,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,14,100,
DOHENY ENDOSURGICAL CENTER INC,05C0001751,1881642288,BEVERLY HILLS,CA,90211,2022,NA,5,NA,5,195,No Different Than the National Rate,9.8,7,13.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
DOHENY ENDOSURGICAL CENTER INC,05C0001751,1881642288,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WEST HILLS SURGICAL CENTER LTD,05C0001358,1881659613,WEST HILLS,CA,91307,2022,100,,NA,5,1023,No Different Than the National Rate,11.5,8.7,15.2,,98.38,,0.65,,167,No Different Than the National Rate,1.9,1.3,2.9,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
WEST HILLS SURGICAL CENTER LTD,05C0001358,1881659613,WEST HILLS,CA,91307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,164,71.9,
SILICON VALLEY SURGERY CENTER LP,05C0001465,1881662856,LOS GATOS,CA,95032,2022,85.71,,NA,5,1365,No Different Than the National Rate,10.7,8.2,14,,100,,NA,5,97,No Different Than the National Rate,1.9,1.3,2.9,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SILICON VALLEY SURGERY CENTER LP,05C0001465,1881662856,LOS GATOS,CA,95032,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,231,83.3,
ADVANCED AMBULATORY SURGERY CENTER LP,05C0001692,1881690949,REDLANDS,CA,92374,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED AMBULATORY SURGERY CENTER LP,05C0001692,1881690949,REDLANDS,CA,92374,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,100,98,
BAY SURGERY CENTER LP,05C0001567,1881765964,OAKLAND,CA,94609,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
BAY SURGERY CENTER LP,05C0001567,1881765964,OAKLAND,CA,94609,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SACRAMENTO EYE SURGICENTER,55C0001062,1881792596,SACRAMENTO,CA,95816,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.19,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SACRAMENTO EYE SURGICENTER,55C0001062,1881792596,SACRAMENTO,CA,95816,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,5,NA,1
REGIONAL HAND CENTER OF CENTRAL CALIFORNIA INC,05C0001601,1891770814,FRESNO,CA,93720,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,269,No Different Than the National Rate,2.3,1.6,3.4,,NA,NA,NA,NA,NA,5,NA,NA,5
REGIONAL HAND CENTER OF CENTRAL CALIFORNIA INC,05C0001601,1891770814,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
DIGESTIVE MEDICAL CARE CENTER INC,05C0001619,1891889945,SAN CARLOS,CA,94070,2022,98.84,,NA,5,548,No Different Than the National Rate,10.9,8,15,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
DIGESTIVE MEDICAL CARE CENTER INC,05C0001619,1891889945,SAN CARLOS,CA,94070,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,100,
CORONA OUTPATIENT SURGICENTER LLC,05C0001925,1902042658,CORONA,CA,92882,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CORONA OUTPATIENT SURGICENTER LLC,05C0001925,1902042658,CORONA,CA,92882,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,22,100,
DLV VISION ASC,05C0002264,1902436348,THOUSAND OAKS,CA,91361,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.35,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
DLV VISION ASC,05C0002264,1902436348,THOUSAND OAKS,CA,91361,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,21,83.9,
SURGERY CENTER OF SAN DIEGO,05C0002250,1902438112,SAN DIEGO,CA,92110,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SURGERY CENTER OF SAN DIEGO,05C0002250,1902438112,SAN DIEGO,CA,92110,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,2022,NA,5,NA,5,476,No Different Than the National Rate,9.8,7.1,13.3,,98.17,,NA,5,49,No Different Than the National Rate,2.1,1.3,3.3,,NA,NA,NA,NA,NA,5,NA,NA,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,135,100,
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,98.46,,0.93,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,82,92.6,
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.58,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,100,
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1912094509,REDDING,CA,96001,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1912094509,REDDING,CA,96001,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,53,47.2,
ATLANTIC SURGICAL CENTER LLC,05C0001964,1912239062,MONTEREY PARK,CA,91754,2022,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ATLANTIC SURGICAL CENTER LLC,05C0001964,1912239062,MONTEREY PARK,CA,91754,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PREMIER SPECIALTY SURGICAL CENTER LLC,05C0002067,1912322595,WEST HILLS,CA,91307,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PREMIER SPECIALTY SURGICAL CENTER LLC,05C0002067,1912322595,WEST HILLS,CA,91307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,56,96.4,
ST CHARLES SURGICAL CENTER,05C0002150,1912362955,THOUSAND OAKS,CA,91360,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ST CHARLES SURGICAL CENTER,05C0002150,1912362955,THOUSAND OAKS,CA,91360,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GALEA CENTER LLC,05C0002221,1912412420,NEWPORT BEACH,CA,92660,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.72,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
GALEA CENTER LLC,05C0002221,1912412420,NEWPORT BEACH,CA,92660,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,16,82.9,
SAN DIEGO EYE COR INC,05C0001011,1922027176,SAN DIEGO,CA,92103,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN DIEGO EYE COR INC,05C0001011,1922027176,SAN DIEGO,CA,92103,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OAKS SURGERY CENTER LP,05C0001573,1922104710,MURRIETA,CA,92562,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.13,,95,No Different Than the National Rate,2.2,1.4,3.4,,NA,NA,NA,NA,NA,5,NA,NA,5
OAKS SURGERY CENTER LP,05C0001573,1922104710,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,40,100,
HANFORD SURGERY CENTER,05C0001487,1922163757,HANFORD,CA,93230,2022,NA,5,NA,5,936,No Different Than the National Rate,10.2,7.6,13.6,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
HANFORD SURGERY CENTER,05C0001487,1922163757,HANFORD,CA,93230,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTER FOR OUTPATIENT SURGERY,05C0001412,1932153509,WHITTIER,CA,90603,2022,NA,5,NA,5,175,No Different Than the National Rate,10.5,7.5,14.8,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CENTER FOR OUTPATIENT SURGERY,05C0001412,1932153509,WHITTIER,CA,90603,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
LA PEER SURGERY CENTER LLC,05C0001655,1932214624,BEVERLY HILLS,CA,90211,2022,0,,NA,5,1544,No Different Than the National Rate,10,7.7,13,,100,,0,,73,No Different Than the National Rate,2.5,1.6,3.8,,122,No Different Than the National Rate,5,3.3,7.5,,NA,NA,5
LA PEER SURGERY CENTER LLC,05C0001655,1932214624,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,100,91,
GLENDALE ENDOSCOPY SURGERY CENTER,05C0001810,1932258415,GLENDALE,CA,91206,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,98.83,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GLENDALE ENDOSCOPY SURGERY CENTER,05C0001810,1932258415,GLENDALE,CA,91206,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,48,99,
WILSHIRE SURGICENTER,05C0001457,1932275054,BEVERLY HILLS,CA,90211,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,33,No Different Than the National Rate,2.1,1.3,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
WILSHIRE SURGICENTER,05C0001457,1932275054,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
WASHINGTON OUTPATIENT SURGERY CENTER LLC,55C0001027,1932285871,FREMONT,CA,94538,2022,74.25,,NA,5,704,No Different Than the National Rate,9.8,7.2,13.3,,99.86,,0.36,,106,No Different Than the National Rate,2.2,1.4,3.3,,69,No Different Than the National Rate,6.4,4.2,9.9,,NA,NA,5
WASHINGTON OUTPATIENT SURGERY CENTER LLC,55C0001027,1932285871,FREMONT,CA,94538,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,100,95.3,
CONCOURSE DIAGNOSTIC AND SURGERY CENTER LLC,05C0001980,1932496908,CITY OF INDUSTRY,CA,91748,2022,96.08,,NA,5,637,No Different Than the National Rate,9.8,7.1,13.4,,100,,2.34,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
CONCOURSE DIAGNOSTIC AND SURGERY CENTER LLC,05C0001980,1932496908,CITY OF INDUSTRY,CA,91748,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,51,94.1,
SPINE AND SPORTS SURGICAL CENTER LLC,05C0002100,1932598760,ORANGE,CA,92868,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,45,No Different Than the National Rate,2.4,1.6,3.7,,NA,NA,NA,NA,NA,5,NA,NA,5
SPINE AND SPORTS SURGICAL CENTER LLC,05C0002100,1932598760,ORANGE,CA,92868,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,40,97.5,
POSADA AMBULATORY SURGERY CENTER LP,05C0001633,1942239751,TEMPLETON,CA,93465,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,92.85,,0,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
POSADA AMBULATORY SURGERY CENTER LP,05C0001633,1942239751,TEMPLETON,CA,93465,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,85,92.9,
SUMMIT SURGICAL,05C0001552,1942245725,FRESNO,CA,93720,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,810,No Different Than the National Rate,1.7,1.2,2.4,,NA,NA,NA,NA,NA,5,NA,NA,5
SUMMIT SURGICAL,05C0001552,1942245725,FRESNO,CA,93720,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,191,85.7,
SDOSC LP,05C0001012,1942261599,SAN DIEGO,CA,92103,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,10,,NA,5,287,No Different Than the National Rate,2.1,1.4,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
SDOSC LP,05C0001012,1942261599,SAN DIEGO,CA,92103,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,53,100,
INLAND SURGERY CENTER LP,05C0001073,1942265939,REDLANDS,CA,92373,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,0,,0.36,,52,No Different Than the National Rate,2,1.3,3.2,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
INLAND SURGERY CENTER LP,05C0001073,1942265939,REDLANDS,CA,92373,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,187,86.8,
FOLSOM OUTPATIENT SURGERY CENTER LP DBA FOLSOM SURGERY CENTER,05C0001534,1942278692,FOLSOM,CA,95630,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.5,,137,No Different Than the National Rate,2.2,1.4,3.3,,152,No Different Than the National Rate,6.7,4.5,9.7,,NA,NA,5
FOLSOM OUTPATIENT SURGERY CENTER LP DBA FOLSOM SURGERY CENTER,05C0001534,1942278692,FOLSOM,CA,95630,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,99,88.9,
INNOVATIVE PAIN TREATMENT SURGERY CENTER OF TEMECULA INC,05C0001827,1942335468,TEMECULA,CA,92590,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
INNOVATIVE PAIN TREATMENT SURGERY CENTER OF TEMECULA INC,05C0001827,1942335468,TEMECULA,CA,92590,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SURGERY CENTER FOR PAIN INTERVENTION,05C0001881,1942469226,LAGUNA HILLS,CA,92653,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SURGERY CENTER FOR PAIN INTERVENTION,05C0001881,1942469226,LAGUNA HILLS,CA,92653,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,6,NA,1
ADVANCED PAIN SURGICAL CENTER INC,05C0001875,1942471404,WEST HILLS,CA,91307,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED PAIN SURGICAL CENTER INC,05C0001875,1942471404,WEST HILLS,CA,91307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,56,96.4,
SCRIPPS HEALTH,05C0001879,1942477914,SAN DIEGO,CA,92121,2022,97.85,,NA,5,1059,No Different Than the National Rate,8.8,6.4,11.9,,97.2,,NA,5,48,No Different Than the National Rate,2,1.3,3.2,,157,No Different Than the National Rate,3.9,2.5,5.8,,NA,NA,5
SCRIPPS HEALTH,05C0001879,1942477914,SAN DIEGO,CA,92121,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,163,99.4,
BON AIR SURGERY CENTER LLC,05C0001989,1942585526,GREENBRAE,CA,94904,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
BON AIR SURGERY CENTER LLC,05C0001989,1942585526,GREENBRAE,CA,94904,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,93.3,
CENTER FOR ENDOSCOPY LLC,05C0001204,1942617477,OCEANSIDE,CA,92056,2022,92.28,,NA,5,1821,No Different Than the National Rate,8.1,6.1,10.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTER FOR ENDOSCOPY LLC,05C0001204,1942617477,OCEANSIDE,CA,92056,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,100,
CENTER FOR ENDOSCOPY LLC,05C0001665,1942617477,OCEANSIDE,CA,92056,2022,92.28,,NA,5,1821,No Different Than the National Rate,8.1,6.1,10.7,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTER FOR ENDOSCOPY LLC,05C0001665,1942617477,OCEANSIDE,CA,92056,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,100,
SAN LEANDRO SURGERY CENTER LTD A CALIFORNIA LIMITED PARTNERSHIP,05C0001175,1952302895,SAN LEANDRO,CA,94578,2022,68.99,,NA,5,128,No Different Than the National Rate,10.1,7.2,14,,100,,0.57,,73,No Different Than the National Rate,2.2,1.4,3.4,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SAN LEANDRO SURGERY CENTER LTD A CALIFORNIA LIMITED PARTNERSHIP,05C0001175,1952302895,SAN LEANDRO,CA,94578,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,154,99.6,
BEACH DISTRICT SURGERY CENTER LP,05C0001765,1952343204,REDONDO BEACH,CA,90277,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.93,,NA,5,116,No Different Than the National Rate,2,1.3,3,,31,No Different Than the National Rate,5.3,3.3,8.5,,NA,NA,5
BEACH DISTRICT SURGERY CENTER LP,05C0001765,1952343204,REDONDO BEACH,CA,90277,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,100,
ADVANCED DIAGNOSTIC AND SURGICAL CENTER INC,05C0001618,1952355851,ALHAMBRA,CA,91801,2022,100,,NA,5,1436,No Different Than the National Rate,10,7.5,13.3,,100,,0.16,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED DIAGNOSTIC AND SURGICAL CENTER INC,05C0001618,1952355851,ALHAMBRA,CA,91801,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,45,95.6,
GOLDEN TRIANGLE SURGICENTER LP,05C0001210,1952363368,MURRIETA,CA,92562,2022,87.06,,NA,5,63,No Different Than the National Rate,10.7,7.7,15,,0,,NA,5,88,No Different Than the National Rate,2.3,1.5,3.4,,177,No Different Than the National Rate,5,3.4,7.2,,NA,NA,5
GOLDEN TRIANGLE SURGICENTER LP,05C0001210,1952363368,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,143,80.4,
SAN DIEGO ENDOSCOPY CENTER,05C0001247,1952368482,SAN DIEGO,CA,92103,2022,95.92,,NA,5,2024,No Different Than the National Rate,9.5,7.2,12.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN DIEGO ENDOSCOPY CENTER,05C0001247,1952368482,SAN DIEGO,CA,92103,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,41,95.2,
MISSION VALLEY SURGERY CENTER,05C0001190,1952432122,FREMONT,CA,94539,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.43,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MISSION VALLEY SURGERY CENTER,05C0001190,1952432122,FREMONT,CA,94539,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,10,NA,1
EXECUTIVE SURGERY CENTER INC,05C0002008,1952698078,DANVILLE,CA,94526,2022,NA,5,NA,5,1041,No Different Than the National Rate,9.9,7.4,13.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
EXECUTIVE SURGERY CENTER INC,05C0002008,1952698078,DANVILLE,CA,94526,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SILICON VALLEY INTERVENTIONAL CTR,05C0002101,1952794109,MOUNTAIN VIEW,CA,94040,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SILICON VALLEY INTERVENTIONAL CTR,05C0002101,1952794109,MOUNTAIN VIEW,CA,94040,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,7,NA,1
